County,Office,Candidate,Party,District,Votes
,City-County or City Common Council Member,Wade Weaver,Republican,1,179
,City-County or City Common Council Member,Warren R Alexander,Republican,North Vernon,379
,City-County or City Common Council Member,Wendi Goens,Republican,ALEXANDRIA 3,71
,City-County or City Common Council Member,William (Bill) Cheever,Republican,Ward 3,250
,City-County or City Common Council Member,Zyan R. Miller  ,Republican,Rensselaer,494
,Town Clerk-Treasurer,Abbie  Wehr,Democratic,Ripley 09,18
,Town Clerk-Treasurer,Andrew Rowe,Democratic,North Judson,0
,Town Clerk-Treasurer,Bobbi Elston  ,Democratic,MONROEVILLE,137
,Town Clerk-Treasurer,Bradley Schoeff,Democratic,Poneto,28
,Town Clerk-Treasurer,Bridgett S. DeWees,Democratic,EATON,54
,Town Clerk-Treasurer,Brooke Meeks,Democratic,PRECINCT 34,161
,Town Clerk-Treasurer,Cathy Antonelli,Democratic,BRISTOL,143
,Town Clerk-Treasurer,Cheryl  Moke,Democratic,SPENCER,227
,Town Clerk-Treasurer,CLAYTON WHITE,Democratic,RILEY,0
,Town Clerk-Treasurer,Corinne Peffers,Democratic,PORTER,427
,Town Clerk-Treasurer,Courtney Udvare,Democratic,CHESTERTON,1216
,Town Clerk-Treasurer,Deborah Norberg,Democratic,Wheatfield,65
,Town Clerk-Treasurer,DENESE THORNBURG,Democratic,110004,51
,Town Clerk-Treasurer,Donald L Roberts,Democratic,MORRISTOWN,91
,Town Clerk-Treasurer,Elaine Anderson,Democratic,Lowell,366
,Town Clerk-Treasurer,ELIZABETH MCCOMBS,Democratic,ROSELAND,35
,Town Clerk-Treasurer,Ellen Hundt,Democratic,BEVERLY SHORES,279
,Town Clerk-Treasurer,Eric ONeal January,Democratic,MERRILLVILLE,2177
,Town Clerk-Treasurer,Jane M. Jordan,Democratic,BURNS HARBOR,153
,Town Clerk-Treasurer,Jeannie M Fife,Democratic,PRECINCT 27,20
,Town Clerk-Treasurer,Jeff Sieber,Democratic,CAMDEN,68
,Town Clerk-Treasurer,Jeff Tuinstra,Democratic,Munster,1935
,Town Clerk-Treasurer,Joe Noel,Democratic,PENDLETON,291
,Town Clerk-Treasurer,Jonnie Kay Watkins,Democratic,FRANCISCO,97
,Town Clerk-Treasurer,Joshleen M. Denham,Democratic,TRAIL CREEK,153
,Town Clerk-Treasurer,Kathryn "Kate" R. Henderson,Democratic,Paoli,204
,Town Clerk-Treasurer,Kimberly A Berger,Democratic,Bourbon,120
,Town Clerk-Treasurer,LISA MARIE MCCALISTER,Democratic,WEST TERRE HAUTE,58
,Town Clerk-Treasurer,Lori Mercer,Democratic,WESTVILLE,135
,Town Clerk-Treasurer,Mark A Herak,Democratic,Highland,2581
,Town Clerk-Treasurer,Mary J Eley,Democratic,REDKEY,43
,Town Clerk-Treasurer,Mellinda R Holmes,Democratic,BORDEN,68
,Town Clerk-Treasurer,Michael A Troxell,Democratic,SCHERERVILLE,2751
,Town Clerk-Treasurer,Nannette Angel,Democratic,TOWN OF NEWBURGH,202
,Town Clerk-Treasurer,NICOLE HALL,Democratic,HYMERA,47
,Town Clerk-Treasurer,Ron Deatrick,Democratic,CLARKSVILLE,1322
,Town Clerk-Treasurer,SHIRLEY ANN HILL,Democratic,FARMERSBURG,26
,Town Clerk-Treasurer,Stacy L Elpers,Democratic,FORT BRANCH,163
,Town Clerk-Treasurer,Steven H Kramer,Democratic,Dyer,1010
,Town Clerk-Treasurer,SUSAN CLODFELTER,Democratic,Knightsville,21
,Town Clerk-Treasurer,Terry Jackson,Democratic,Brownstown,36
,Town Clerk-Treasurer,THERESA (TERRI) BUCKMASTER,Democratic,WALKERTON,181
,Town Clerk-Treasurer,Traci Pittenger,Democratic,GASTON,97
,Town Clerk-Treasurer,Alyssa (George) Hall,Independent,ST PAUL,77
,Town Clerk-Treasurer,ANDI SCHARDT,Independent,FILLMORE,12
,Town Clerk-Treasurer,Betsy Blocker  ,Independent,LANESVILLE,64
,Town Clerk-Treasurer,BOBBI BOLLER,Independent,BAINBRIDGE,149
,Town Clerk-Treasurer,Bridget Cadwallader,Independent,DAYTON,208
,Town Clerk-Treasurer,Carolyn Houchens,Independent,CLARKS HILL,21
,Town Clerk-Treasurer,Cathy "Goose" Carnes,Independent,West Baden Springs,116
,Town Clerk-Treasurer,Deanna Callison,Independent,ELNORA,44
,Town Clerk-Treasurer,Diana L. Luper,Independent,CLARKS HILL,60
,Town Clerk-Treasurer,Jennifer L. Shell,Independent,POSEYVILLE,94
,Town Clerk-Treasurer,Jerry Henson,Independent,MEDORA,67
,Town Clerk-Treasurer,Judy Thomas,Independent,WOLCOTT,135
,Town Clerk-Treasurer,Karla L. Atkins,Independent,NEW HARMONY,193
,Town Clerk-Treasurer,Lori  Hieston,Independent,JAMESTOWN,56
,Town Clerk-Treasurer,MACHELLE SUCHCICKI,Independent,WARREN,142
,Town Clerk-Treasurer,MALLORY LOWE,Independent,Darmstadt,0
,Town Clerk-Treasurer,MARILYN J. MORRISON,Independent,WARREN,163
,Town Clerk-Treasurer,Meg Collins,Independent,LONG BEACH,428
,Town Clerk-Treasurer,MELINDA SMITH,Independent,DUGGER,105
,Town Clerk-Treasurer,Mindy Pendley,Independent,French Lick,295
,Town Clerk-Treasurer,NIKKI G. SOUTHWOOD,Independent,SHELBURN,94
,Town Clerk-Treasurer,Nora L Hundley,Independent,TOWN OF LAUREL,44
,Town Clerk-Treasurer,OLIVIA "LIBBY" SMITH,Independent,Milltown,49
,Town Clerk-Treasurer,PAMELA S. KASHMAN,Independent,BAINBRIDGE,50
,Town Clerk-Treasurer,PEARL TAYLOR,Independent,FILLMORE,10
,Town Clerk-Treasurer,Ronald G Slover,Independent,COATESVILLE,87
,Town Clerk-Treasurer,Sandra A Lowe,Independent,WESTPORT,104
,Town Clerk-Treasurer,Scott Finley,Independent,TOWN OF EDINBURGH,292
,Town Clerk-Treasurer,SHANE WILLIAMS-INEZ,Indiana Redemption Party,ROSELAND,44
,Town Clerk-Treasurer,Stacy Selagy,Independent,MONON,0
,Town Clerk-Treasurer,Stephanie Crider,Independent,TOWN OF MCCORDSVILLE,527
,Town Clerk-Treasurer,SUZAN L. RIDGWAY,Independent,CARLISLE,92
,Town Clerk-Treasurer,Teresa  Hester,Independent,SHIRLEY,59
,Town Clerk-Treasurer,Yvonne Jonas,Independent,TOWN OF NEW PALESTINE,397
,Town Clerk-Treasurer,Logan D Jones,Libertarian,HAZLETON,22
,Town Clerk-Treasurer,Patricia Warner,Libertarian,Claypool,25
,Town Clerk-Treasurer,SIMONE M HOGAN,Libertarian,TOWN OF HUDSON,8
,Town Clerk-Treasurer,Brenda Young,Non Partisan,NASHVILLE,206
,Town Clerk-Treasurer,Aaron (A. D.) Stonecipher,Republican,CLARKSVILLE,1461
,Town Clerk-Treasurer,Amanda Ballew,Republican,LANESVILLE,95
,Town Clerk-Treasurer,Amanda Yaprak,Republican,Mentone,67
,Town Clerk-Treasurer,Amy Croyle,Republican,RIDGEVILLE,65
,Town Clerk-Treasurer,Amy Roberts,Republican,DALEVILLE,169
,Town Clerk-Treasurer,Angela K Devoss,Republican,TOWN OF NEW WHITELAND,125
,Town Clerk-Treasurer,ANGELA MCCULLOUGH,Republican,FARMERSBURG,81
,Town Clerk-Treasurer,Ann Hathaway,Republican,BROWNSBURG,1018
,Town Clerk-Treasurer,Annette R Norrick,Republican,OOLITIC,24
,Town Clerk-Treasurer,Barbara Strahl,Republican,AMO,44
,Town Clerk-Treasurer,Bart Whitesitt,Republican,KNIGHTSTOWN,149
,Town Clerk-Treasurer,Beth A. Jones,Republican,Paoli,391
,Town Clerk-Treasurer,Brandi Scudder,Republican,VEVAY,248
,Town Clerk-Treasurer,BRITTANY WILLIAMS,Republican,MEROM,23
,Town Clerk-Treasurer,Cassandra Nicole Jenkins,Republican,ST PAUL,53
,Town Clerk-Treasurer,Chali Kuiper,Republican,MIDDLEBURY,108
,Town Clerk-Treasurer,CHRISTINA TINA MILLER,Republican,110004,114
,Town Clerk-Treasurer,Christy Foster,Republican,POSEYVILLE,154
,Town Clerk-Treasurer,Crystal Frever,Republican,TRAIL CREEK,196
,Town Clerk-Treasurer,Danielle Pebley,Republican,BUNKER HILL,6
,Town Clerk-Treasurer,DEBBIE BROWN,Republican,Milltown,20
,Town Clerk-Treasurer,Debbie J Astor,Republican,Dyer,1567
,Town Clerk-Treasurer,Dianna L. Wamsley,Republican,MOORESVILLE,538
,Town Clerk-Treasurer,Donald "Donnie"  Hall,Republican,GOSPORT,87
,Town Clerk-Treasurer,Donna Moore,Republican,TOWN OF TRAFALGAR,58
,Town Clerk-Treasurer,Erica Giger,Republican,TOWN OF PRINCES LAKES,142
,Town Clerk-Treasurer,Ernest Summers III,Republican,LONG BEACH,266
,Town Clerk-Treasurer,Faith R Sauber,Republican,BORDEN,122
,Town Clerk-Treasurer,Garold (Henry) Bulmer,Republican,TOWN OF LAUREL,41
,Town Clerk-Treasurer,Gloria (Atchley) Alumbaugh,Republican,WESTPORT,140
,Town Clerk-Treasurer,Gloria L May,Republican,REDKEY,81
,Town Clerk-Treasurer,Gwin Hanna,Republican,PRECINCT 34,151
,Town Clerk-Treasurer,JACK L TRAVILLIAN,Republican,GREENVILLE,54
,Town Clerk-Treasurer,Jamie KochanowskI,Republican,BRISTOL,84
,Town Clerk-Treasurer,JANE WHITNEY LINDSEY,Republican,TOWN OF SANTA CLAUS,441
,Town Clerk-Treasurer,Jayana Posey,Republican,LEWISVILLE,77
,Town Clerk-Treasurer,Jennifer Farley,Republican,Atlanta,56
,Town Clerk-Treasurer,Jennifer N Sandberg,Republican,Cedar Lake,1219
,Town Clerk-Treasurer,Jenny Beier,Republican,Schneider,33
,Town Clerk-Treasurer,Jessica F Ice,Republican,HAZLETON,40
,Town Clerk-Treasurer,Jill Murr,Republican,Lowell,416
,Town Clerk-Treasurer,Jordyn Stevens,Republican,CAMDEN,64
,Town Clerk-Treasurer,Julie  Loker,Republican,AVON,849
,Town Clerk-Treasurer,Karen Ann Heim,Republican,Culver,185
,Town Clerk-Treasurer,Kathy (Camp) Burke,Republican,Highland,1847
,Town Clerk-Treasurer,Katie Fromer,Republican,WAKARUSA,246
,Town Clerk-Treasurer,Kelly Maners,Republican,CLOVERDALE,123
,Town Clerk-Treasurer,Kelly Reneau,Republican,Fairmount,162
,Town Clerk-Treasurer,Kimberly A Couch,Republican,STRAUGHN,0
,Town Clerk-Treasurer,KRISTIN HAYMAN ALLEN,Republican,TOWN OF VEEDERSBURG,99
,Town Clerk-Treasurer,Kyle Palm,Republican,MONROEVILLE,102
,Town Clerk-Treasurer,Laurie Tribble,Republican,KOUTS,108
,Town Clerk-Treasurer,LAURY L. POWELL,Republican,ANDREWS,104
,Town Clerk-Treasurer,Lindsay R Ebert,Republican,TOWN OF HUDSON,37
,Town Clerk-Treasurer,Lisa A Lance,Republican,Clay City,86
,Town Clerk-Treasurer,Lisa A Parrett,Republican,Sidney,17
,Town Clerk-Treasurer,Lisa Mullaney,Republican,Argos,73
,Town Clerk-Treasurer,Lou Ann Reinhard,Republican,Poneto,19
,Town Clerk-Treasurer,Lynette N Lanam,Republican,BRUCEVILLE,32
,Town Clerk-Treasurer,MacKenzie Taylor,Republican,MILLERSBURG,44
,Town Clerk-Treasurer,Mary E. Fletcher,Republican,Upland,297
,Town Clerk-Treasurer,Matt Sumner,Republican,Whitestown,726
,Town Clerk-Treasurer,Megan  Brewer,Republican,TOWN OF MCCORDSVILLE,360
,Town Clerk-Treasurer,Megan M Reel,Republican,Town of Russiaville,40
,Town Clerk-Treasurer,Melissa A Fraser,Republican,TOWN OF WHITELAND,279
,Town Clerk-Treasurer,Melissa A Helmsing,Republican,STRAUGHN,27
,Town Clerk-Treasurer,MELISSA COPELAND,Republican,SHELBURN,179
,Town Clerk-Treasurer,Michael (Mike) Lambert,Republican,Winfield,478
,Town Clerk-Treasurer,Michelle D Miller,Republican,SELLERSBURG,647
,Town Clerk-Treasurer,Miranda N Stage,Republican,Claypool,22
,Town Clerk-Treasurer,Morgan M Stratton,Republican,MORRISTOWN,104
,Town Clerk-Treasurer,Pamela (Pam) S Cochran,Republican,REYNOLDS,0
,Town Clerk-Treasurer,Pamela Bennett,Republican,WOLCOTT,45
,Town Clerk-Treasurer,Pat Glotzbach,Republican,UTICA,289
,Town Clerk-Treasurer,Patricia K Cook,Republican,Etna Green,44
,Town Clerk-Treasurer,Paula A Bennett,Republican,PRECINCT 27,85
,Town Clerk-Treasurer,Philip Foust  ,Republican,SPEEDWAY,1875
,Town Clerk-Treasurer,R. Dustin Doyle,Republican,TOWN OF BARGERSVILLE,1034
,Town Clerk-Treasurer,Rachael Morrow,Republican,Ripley 09,80
,Town Clerk-Treasurer,Rachel Tague,Republican,MONROE,107
,Town Clerk-Treasurer,Renee S Sills,Republican,LARWILL,38
,Town Clerk-Treasurer,Sondra  Thompson,Republican,Bloomfield,148
,Town Clerk-Treasurer,Sondra J. Smith,Republican,CORYDON,135
,Town Clerk-Treasurer,Sonya Nale,Republican,Brownstown,133
,Town Clerk-Treasurer,Stephanie N Fields,Republican,FRANCISCO,46
,Town Clerk-Treasurer,Tracy M. Williams,Republican,WESTVILLE,106
,Town Clerk-Treasurer,Vanessa Riggs,Republican,OWENSVILLE,103
,Town Clerk-Treasurer,WAYNE LANGMAN,Republican,SEELYVILLE,0
,Town Clerk-Treasurer,Wendy Mis,Republican,Munster,3606
,Town Clerk-Treasurer,Willie F Boles,Republican,PENDLETON,449
,"Judge, Town Court",Eugene M Velazco Jr,Democratic,MERRILLVILLE,2101
,"Judge, Town Court",James (Jimmie) Guilfoyle,Democratic,CLARKSVILLE,1905
,"Judge, Town Court",Judith (Judi)  Coffey,Democratic,Zionsville,2987
,"Judge, Town Court",Randy  Wyllie,Democratic,SCHERERVILLE,2617
,"Judge, Town Court",Charles E (Gene) Hostetter,Republican,BROWNSBURG,1031
,"Judge, Town Court",DANIEL P CHAMBERLIN,Republican,WALKERTON,210
,"Judge, Town Court",Richard N Shapiro,Republican,Lowell,553
,"Judge, Town Court",Samantha  Spencer,Republican,Zionsville,5038
,"Judge, Town Court",Susan J. Leib,Republican,MOORESVILLE,522
,Town Council Member,Adam Rayborn  ,Democratic,CLARKSVILLE 2,135
,Town Council Member,Alex Robertson,Democratic,Highland,2302
,Town Council Member,Alli Loy,Democratic,REYNOLDS,36
,Town Council Member,Amanda  Rubeck,Democratic,"Zionsville Ward 1, Zionsville Ward 2, Zionsville Ward 3, Zionsville Ward 4, Zionsville Ward 5",3683
,Town Council Member,Amy Hough Terry,Democratic,Orestes,18
,Town Council Member,Amy M Blaker,Democratic,"WT 01, WT 08, WT 09, WT 10",378
,Town Council Member,Andi Jones,Democratic,Wheatfield,47
,Town Council Member,Andrew McGee,Democratic,Whitestown Ward 1,163
,Town Council Member,Andy Gerber,Democratic,Paoli,204
,Town Council Member,Ashley OReilly,Democratic,Poneto,18
,Town Council Member,AZALIA E. BARFIELD,Democratic,CARLISLE,51
,Town Council Member,Beth Harkness Wright,Democratic,Paoli,232
,Town Council Member,Bill Loy,Democratic,Dyer,1028
,Town Council Member,Blythe Potter,Democratic,TOWN OF BARGERSVILLE,430
,Town Council Member,Bob McEwen,Democratic,CLARKSVILLE,1261
,Town Council Member,Brandon Allen,Democratic,Sidney,22
,Town Council Member,Brent Devine,Democratic,SELMA,90
,Town Council Member,Bret Robert Kleeman,Democratic,TROY,13
,Town Council Member,Brett A Ellison,Democratic,GASTON,87
,Town Council Member,Bruce Morvilius,Democratic,SELMA,99
,Town Council Member,C. Matrona Malik,Democratic,BEVERLY SHORES,176
