County,Office,Candidate,Party,District,Votes
,School Board Member,Reed R Christiansen,Non Partisan,Huntington,595
,School Board Member,Regenia Jones,Non Partisan,"FORT WAYNE COMMUNITY 1, FORT WAYNE COMMUNITY 2, FORT WAYNE COMMUNITY 3, FORT WAYNE COMMUNITY 4, FORT WAYNE COMMUNITY 5",4671
,School Board Member,Regina K Rybolt,Non Partisan,LAWRENCEBURG COMM.,3211
,School Board Member,Renee J Westover,Non Partisan,CENTERVILLE-ABINGTON COMMUNITY SCHOOLS,2360
,School Board Member,Renee L Cole,Non Partisan,Ohio,2059
,School Board Member,Rhonda L Spence,Non Partisan,LaPorte,6184
,School Board Member,Rhonda M Isch,Non Partisan,"AC SCHOOL BOARD SEAT 1, AC SCHOOL BOARD SEAT 2, AC SCHOOL BOARD SEAT 3, AC SCHOOL BOARD SEAT 4, AC SCHOOL BOARD SEAT 5, AC SCHOOL BOARD SEAT 6",2127
,School Board Member,Richard "Rick" Belcher,Non Partisan,Borden-Henryville School,3451
,School Board Member,Richard (Buck) Evans,Non Partisan,SOUTH MADISON COMMUNITY SCHOOL CORP,8621
,School Board Member,Richard C Currey,Non Partisan,MISHAWAKA,3098
,School Board Member,Richard E (Rick) Volbrecht  Jr.,Non Partisan,Highland,3588
,School Board Member,Richard E Anderson,Non Partisan,Silver Creek School,2023
,School Board Member,Rick  Smeltzer,Non Partisan,Owen,5030
,School Board Member,Rick Lee,Non Partisan,Lewis Cass Schools,1800
,School Board Member,Rick Zollman,Non Partisan,Scott County Schools 2,2966
,School Board Member,Ricky L Gill,Non Partisan,FRANKLIN COUNTY SCHOOL DISTRICT,935
,School Board Member,Rita Shourds,Non Partisan,Floyd,9577
,School Board Member,Rob Daniels,Non Partisan,CENTER GROVE SCHOOL CORP,11750
,School Board Member,Rob Wright,Non Partisan,ELWOOD COMMUNITY SCHOOL CORP,567
,School Board Member,Rob Zeider,Non Partisan,EASTERN PULASKI,2156
,School Board Member,Robert (Buckie) Bookhart,Non Partisan,Madison,10219
,School Board Member,Robert (Rob) Trotter Jr.,Non Partisan,FRANKTON - LAPEL COMMUNITY SCHOOL,1694
,School Board Member,Robert A Borlik,Non Partisan,JOHN GLENN SCH CORP,2569
,School Board Member,Robert B Savage,Non Partisan,ELWOOD COMMUNITY SCHOOL CORP,1410
,School Board Member,Robert Bucher  ,Non Partisan,MCS,836
,School Board Member,Robert C Mcguire,Non Partisan,Taylor,1128
,School Board Member,Robert Gilliana Jr,Non Partisan,UNION TWS SC,2075
,School Board Member,Robert J Shriner  Jr.,Non Partisan,MISHAWAKA,2155
,School Board Member,ROBERT L BUGGS,Non Partisan,Gary,14252
,School Board Member,ROBERT L LEDGERWOOD,Non Partisan,Prairie Heights,1625
,School Board Member,Robert L Miller,Non Partisan,LAWRENCEBURG COMM.,3823
,School Board Member,Robert L Schickel,Non Partisan,LANESVILLE SCHOOL CORP,1487
,School Board Member,Robert Louis Tichy Jr,Non Partisan,UNION TWS SC,4213
,School Board Member,Robert M Odonnell II,Non Partisan,LaPorte,2492
,School Board Member,Robert Nelson Jr.,Non Partisan,EAST ALLEN,7425
,School Board Member,Robert S Davis,Non Partisan,SUNMAN-DEARBORN COMM.,11706
,School Board Member,Robert Wirey,Non Partisan,"LCS Center, LCS Lebanon, LCS Perry, LCS Worth",2775
,School Board Member,Robin C Cupka,Non Partisan,Plymouth Community School Corp,2361
,School Board Member,Robin Dove,Non Partisan,NORTH DAVIESS,1685
,School Board Member,Rodney Dale,Non Partisan,ELKHART COMMUNITY SCHOOL,20796
,School Board Member,Rodolfo (Rudy) Monterrosa  Jr,Non Partisan,SOUTH BEND,16014
,School Board Member,Roger  Sermersheim,Non Partisan,EAST GIBSON 4,694
,School Board Member,Roger E Byrum,Non Partisan,CASTON SCHOOL CORPORATION,1541
,School Board Member,Roger F Florkiewicz,Non Partisan,Lake Central,8128
,School Board Member,Ron Atkins,Non Partisan,Scott County Schools 1,1213
,School Board Member,Ron Thieme,Non Partisan,HAMILTON SOUTHEASTERN,12185
,School Board Member,Ron Turpin,Non Partisan,EAST ALLEN 7E,5157
,School Board Member,RONALD L LIENEMANN,Non Partisan,Rush,3664
,School Board Member,Ronald L Mullett,Non Partisan,PERU,1848
,School Board Member,Ronald Pittman,Non Partisan,BROWNSBURG COMM SCHOOLS,4570
,School Board Member,Rosie Gonzalez,Non Partisan,"Tippecanoe School Corporation District 1, Tippecanoe School Corporation District 2, Tippecanoe School Corporation District 3, Tippecanoe School Corporation District 4, Tippecanoe School Corporation District 5, Tippecanoe School Corporation District 6",15725
,School Board Member,Roxanna J Huff,Non Partisan,CANNELTON,192
,School Board Member,ROZ PONDO,Non Partisan,Griffith,940
,School Board Member,Russell "Russ"  Reahard,Non Partisan,MCS,628
,School Board Member,Ruth E Baize,Non Partisan,Vanderburgh,21183
,School Board Member,Ryan  Sipe,Non Partisan,MACONAQUAH,1437
,School Board Member,RYAN ALLBAUGH,Non Partisan,"C1, C2, C3, C4, C5",1092
,School Board Member,Ryan Blaker,Non Partisan,EDINBURGH COMM SCHOOL COR,643
,School Board Member,Ryan J Keller,Non Partisan,Clay Community,1504
,School Board Member,Ryan Knowlton,Non Partisan,JOHN GLENN SCH CORP,2578
,School Board Member,Ryan Wellman,Non Partisan,JAY SCHOOL CORP,3731
,School Board Member,SADIE TAYLOR PAIGE,Non Partisan,NORTH VERMILLION,697
,School Board Member,Sal Sama,Non Partisan,WEST WASHINGTON,1431
,School Board Member,Sam Harris,Non Partisan,CARMEL-CLAY,5468
,School Board Member,Sam L Finnegan,Non Partisan,NORTH MIAMI,1702
,School Board Member,Samantha G Hickel,Non Partisan,NORTH NEWTON,1857
,School Board Member,Sandra L Schraub,Non Partisan,NETTLE CREEK SCHOOL CORPORATION,497
,School Board Member,Sandra S Ratliff,Non Partisan,ELWOOD COMMUNITY SCHOOL CORP,654
,School Board Member,SANDY TYLER,Non Partisan,ROCHESTER SCHOOL CORPORATION,1134
,School Board Member,Sara Hylton,Non Partisan,SUNMAN-DEARBORN COMM.,11615
,School Board Member,Sara Poer,Non Partisan,West Lafayette School Corporation,977
,School Board Member,Sarah D Stef,Non Partisan,LaPorte,3214
,School Board Member,Sarah Donsbach,Non Partisan,HAMILTON SOUTHEASTERN,14750
,School Board Member,Sarah E. Parks-Reese,Non Partisan,HAMILTON SOUTHEASTERN,16662
,School Board Member,Sarah Pennington,Non Partisan,WESTERN WAYNE SCHOOLS,1701
,School Board Member,Sarah White Broady,Non Partisan,Scott County Schools 2,2835
,School Board Member,Scott  Haupert,Non Partisan,MSD,4251
,School Board Member,Scott  Morris,Non Partisan,ELWOOD COMMUNITY SCHOOL CORP,1086
,School Board Member,Scott A Burdan,Non Partisan,Hanover,5513
,School Board Member,SCOTT BABJAK,Non Partisan,Crown Point,11101
,School Board Member,Scott Carmichael,Non Partisan,Eastern Greene School District,2098
,School Board Member,Scott D Groan,Non Partisan,Silver Creek School,3912
,School Board Member,Scott E Denton,Non Partisan,NORTH WHITE,1483
,School Board Member,SCOTT GARNER,Non Partisan,EAST ALLEN 4E,2402
,School Board Member,Scott J Flood,Non Partisan,PLAINFIELD COMM SCHOOLS,8159
,School Board Member,Scott J Hanson,Non Partisan,EASTERN PULASKI,1419
,School Board Member,Scott Johnson,Non Partisan,EASTERN HANCOCK,2143
,School Board Member,Scott Myers,Non Partisan,SOUTHWEST ALLEN,5572
,School Board Member,SCOTT T ANGEL,Non Partisan,Crown Point,10355
,School Board Member,Scott Truelove,Non Partisan,EAST NOBLE,3233
,School Board Member,Secret R Brougher,Non Partisan,FRANKLIN COUNTY SCHOOL DISTRICT,1048
,School Board Member,Shannen Lee Rogers,Non Partisan,NORTH POSEY,1348
,School Board Member,Sharon C Abts,Non Partisan,Eastern Greene School District,2084
,School Board Member,Sharon E Rothrock,Non Partisan,LANESVILLE SCHOOL CORP,1373
,School Board Member,SHARON K GRADY,Non Partisan,MSD OF WARREN COUNTY,2727
,School Board Member,Shaunna D. Finley,Non Partisan,PORTAGE TWS SC,10187
,School Board Member,Shawn C. Johnson,Non Partisan,WA-NEE COMMUNITY SCHOOL,5118
,School Board Member,Shawn David Ensign,Non Partisan,MSD BOONE,2219
,School Board Member,Shawn M Spain,Non Partisan,Hobart,2006
,School Board Member,Shawn Rounds,Non Partisan,Lawrence Township Schools,10208
,School Board Member,Shawntel Baker,Non Partisan,NORTHEASTERN WAYNE SCHOOLS,249
,School Board Member,Shelba  Wiley,Non Partisan,SOUTH RIPLEY,830
,School Board Member,Shelby E Longenbaugh,Non Partisan,WHITLEY COUNTY,7968
,School Board Member,Sheldon B Scott,Non Partisan,NEW PRAIRIE UNITED SCHOOL CORPORATION,769
,School Board Member,Sheryl D Dean,Non Partisan,Howard,2375
,School Board Member,Shirley D. Deckard,Non Partisan,Wayne Township Schools,6946
,School Board Member,Sonia J Brinson,Non Partisan,SOCS5,3477
,School Board Member,Spencer Geib,Non Partisan,TRI-COUNTY,1201
,School Board Member,Stacey A Carvey-Schoenhals,Non Partisan,ROCHESTER SCHOOL CORPORATION,1456
,School Board Member,Stacy D Killion,Non Partisan,Vigo,20956
,School Board Member,Stan Hudson,Non Partisan,NORTH MIAMI,1872
,School Board Member,Stanley (Stan) Edwin Meyer,Non Partisan,WHITLEY COUNTY,7691
,School Board Member,Stephanie D Ball,Non Partisan,SCHOOL DISTRICT 4,2803
,School Board Member,Stephanie D Lambert,Non Partisan,NOBLESVILLE,11883
,School Board Member,Stephanie Hoel,Non Partisan,ELWOOD COMMUNITY SCHOOL CORP,1491
,School Board Member,Stephanie J Mcclelland,Non Partisan,Howard,10256
,School Board Member,Stephanie LaOrange,Non Partisan,FRONTIER,1419
,School Board Member,Stephanie P Kritzer,Non Partisan,Brown,1660
,School Board Member,Stephanie R Lanter,Non Partisan,RANDOLPH CENTER,1429
,School Board Member,Stephen B Potter,Non Partisan,Pike County School Corp,2457
,School Board Member,Stephen R Amrhein,Non Partisan,Decatur County,3864
,School Board Member,Steve Bartkus,Non Partisan,NORTHWEST ALLEN,8346
,School Board Member,Steve Brock,Non Partisan,EASTERN HANCOCK,2063
,School Board Member,Steve Burton,Non Partisan,Mitchell Community Schools,1891
,School Board Member,Steve Corona,Non Partisan,"FORT WAYNE COMMUNITY 1, FORT WAYNE COMMUNITY 2, FORT WAYNE COMMUNITY 3, FORT WAYNE COMMUNITY 4, FORT WAYNE COMMUNITY 5",8016
,School Board Member,Steve Dowling,Non Partisan,WASHINGTON,695
,School Board Member,Steve Myers,Non Partisan,4 WALKER,783
,School Board Member,Steve Ross Sickbert,Non Partisan,Rush,4394
,School Board Member,Steve Snyder,Non Partisan,TWLK 4,570
,School Board Member,Steve Sonaty,Non Partisan,PORTAGE TWS SC,7763
,School Board Member,Steven D Mclaughlin,Non Partisan,CRAWFORDSVILLE SCHOOL CRP,3189
,School Board Member,Steven D. Lesko,Non Partisan,E PORTER,5563
,School Board Member,Steven Johnson,Non Partisan,Perry Township Schools,14807
,School Board Member,STEVEN L BUCKO,Non Partisan,River Forest,1247
,School Board Member,Steven Lance Johnson,Non Partisan,ORLEANS SCHOOL CORPORATION,1028
,School Board Member,Steven M Hamlett,Non Partisan,SOUTH DEARBORN COMM.,4164
,School Board Member,STEVEN M KISSEL,Non Partisan,River Forest,1370
,School Board Member,Steven M Screeton,Non Partisan,EAST ALLEN 4E,2960
,School Board Member,SUE ANN KEENAN,Non Partisan,Lakeland,3291
,School Board Member,Sue Wanzer,Non Partisan,Monroe County Comm School Corp,9555
,School Board Member,Susan (Sue) Daiber,Non Partisan,ECS A,6596
,School Board Member,Susan Chamberlin-Dawes   ,Non Partisan,CARMEL-CLAY,4429
,School Board Member,Susan D Sloan,Non Partisan,TIPTON COMMUNITY,2254
,School Board Member,Susan Easterling Albrecht,Non Partisan,CRAWFORDSVILLE SCHOOL CRP,3667
,School Board Member,Susan W. Graves,Non Partisan,Wayne Township Schools,7019
,School Board Member,SUZANNE R GINTER,Non Partisan,Bremen Public Schools,1720
,School Board Member,Suzanne Thomas,Non Partisan,HAMILTON SOUTHEASTERN,17050
,School Board Member,SYLVIA PEDROZA,Non Partisan,River Forest,839
,School Board Member,T.J. McAtee.,Non Partisan,LOOGOOTEE,1944
,School Board Member,Tad D Braner,Non Partisan,"LCS Center, LCS Lebanon, LCS Perry, LCS Worth",3804
,School Board Member,Tami Bailey-Davis,Non Partisan,FRANKTON - LAPEL COMMUNITY SCHOOL,2431
,School Board Member,Tammy  Sloss,Non Partisan,Madison,8041
,School Board Member,Tammy J Jackman,Non Partisan,Rush,4110
,School Board Member,TARA BEILKE,Non Partisan,Hanover,3883
,School Board Member,TARA K. TAUBER-SHAW,Non Partisan,Crown Point,7297
,School Board Member,Ted L Johnson II,Non Partisan,MT PLEASANT,4611
,School Board Member,Temeka Lomax,Non Partisan,Pike Township Schools,10290
,School Board Member,Teresa A Cummings,Non Partisan,Clarksville Community School Corp,2152
,School Board Member,Teresa Bottorff-Perkins,Non Partisan,Greater Clark County Schools,20369
,School Board Member,Teresa Shafer,Non Partisan,Oak Hill United School Corporation,2494
,School Board Member,Terri (Witherow) Schmidt,Non Partisan,TRI-CENTRAL SCHOOL CORPORATION,865
,School Board Member,TERRY D BUTLER,Non Partisan,Hobart,4292
,School Board Member,Terry Fratus,Non Partisan,"MI District 1, MI District 2, MI District 3",1362
,School Board Member,Terry Gamblin,Non Partisan,Vanderburgh,26250
,School Board Member,Terry L Burnworth,Non Partisan,DANVILLE COMM SCHOOLS,1952
,School Board Member,Terry L Morgan,Non Partisan,NORTHWESTERN SCHOOLS,1512
,School Board Member,Terry L Roudenbush Sr.,Non Partisan,Borden-Henryville School,1318
,School Board Member,Terry R Nicholson,Non Partisan,1,793
,School Board Member,Terry Wallen,Non Partisan,BLUE RIVER VALLEY SCHOOL,1077
,School Board Member,Theresa J Thompson,Non Partisan,Culver Community School Corp,1778
,School Board Member,Thomas (Tom) Kennedy,Non Partisan,Monroe-Gregg School,2142
,School Board Member,Thomas A. Burgett,Non Partisan,Nineveh,1374
,School Board Member,Thomas Bainbridge,Non Partisan,Merrillville,5954
,School Board Member,THOMAS E SMITH,Non Partisan,"FORT WAYNE COMMUNITY 1, FORT WAYNE COMMUNITY 2, FORT WAYNE COMMUNITY 3, FORT WAYNE COMMUNITY 4, FORT WAYNE COMMUNITY 5",7046
,School Board Member,Thomas K Coats,Non Partisan,EAST WASHINGTON,2650
,School Board Member,Thomas K Reberger,Non Partisan,Clay Community,1986
,School Board Member,Thomas Kevin Smith,Non Partisan,Union-North United School Corp,1898
,School Board Member,Thomas Whitaker,Non Partisan,MILL CREEK,2809
,School Board Member,Tiffany A Jones,Non Partisan,Lebanon Community School,4485
,School Board Member,Tiffany Pascoe,Non Partisan,HAMILTON SOUTHEASTERN,13380
,School Board Member,Tim A Yoder,Non Partisan,CONCORD COMMUNITY SCHOOL,7197
,School Board Member,Tim Demotte,Non Partisan,GREATER JASPER CONSOLIDATED,7385
,School Board Member,Tim Helmuth,Non Partisan,Westview,1194
,School Board Member,TIM HELTON,Non Partisan,4 WALKER,808
,School Board Member,Tim Mosbey,Non Partisan,Warrick,16072
,School Board Member,Tim Nurrenbern,Non Partisan,SOUTH GIBSON,5163
,School Board Member,Timothy (Tim) L White,Non Partisan,MACONAQUAH,3222
,School Board Member,Timothy A Cummins,Non Partisan,Mooresville Consolidated School Corp District Harrison,421
,School Board Member,Timothy A Johnson,Non Partisan,Lewis Cass Schools,3033
,School Board Member,Timothy B Ehlerding,Non Partisan,"NA SCHOOL BOARD DIST 1, NA SCHOOL BOARD DIST 2",4940
,School Board Member,Timothy Bentley,Non Partisan,"Columbia 1, Jackson 1, Orange 1",540
,School Board Member,Timothy E Allen,Non Partisan,Huntington,1430
,School Board Member,Timothy M Hackett,Non Partisan,Argos Community Schools,565
,School Board Member,Timothy Moehl,Non Partisan,CARMEL-CLAY,6427
,School Board Member,Timothy R Hedrick,Non Partisan,WASHINGTON,3365
,School Board Member,Timothy Robert Edwards,Non Partisan,Perry Central,1941
,School Board Member,Timothy Roscoe,Non Partisan,Decatur County,1773
,School Board Member,Timothy Sean McGinty,Non Partisan,DUNELAND,11516
,School Board Member,Todd Buckmaster,Non Partisan,EAST ALLEN,18448
,School Board Member,Todd G Gongwer,Non Partisan,WA-NEE COMMUNITY SCHOOL,6054
,School Board Member,Todd M Fiechter,Non Partisan,Southern Wells,1018
,School Board Member,Todd Nicholson,Non Partisan,"MA District 1, MA District 2, MA District 3",6616
,School Board Member,Todd R Marshall,Non Partisan,SPRINGS VALLEY SCHOOL CORPORATION,1605
,School Board Member,Todd R. Grimes,Non Partisan,Bartholomew Consolidated,14148
,School Board Member,Todd Shupe,Non Partisan,Eminence Community School Corp,768
,School Board Member,Todd Topliff,Non Partisan,MSD,1079
,School Board Member,Tom Caswell,Non Partisan,MSD SCHOOL DISTRICT,1745
,School Board Member,Tom Jewell,Non Partisan,SOUTH MADISON COMMUNITY SCHOOL CORP,2216
,School Board Member,Tom Schnabel,Non Partisan,DUNELAND,16038
,School Board Member,Tom Schott,Non Partisan,West Lafayette School Corporation,2291
,School Board Member,Tomas Wagner,Non Partisan,"LCS Center, LCS Lebanon, LCS Perry, LCS Worth",1883
,School Board Member,Tony Bagato,Non Partisan,HAMILTON SOUTHEASTERN,12991
,School Board Member,Tony May,Non Partisan,MT. VERNON,5263
,School Board Member,Tony R Culver,Non Partisan,MSD SCHOOL DISTRICT,1715
,School Board Member,Tony W Thomas,Non Partisan,Tell City - Troy,3266
,School Board Member,Tracey Horth Krueger,Non Partisan,Washington Township Schools,22589
,School Board Member,Tracy Bailey,Non Partisan,North Lawrence Community Schools,4414
,School Board Member,Tracy Bilodeau,Non Partisan,SOUTHWEST ALLEN,5684
,School Board Member,Tracy Howard,Non Partisan,WHITKO COMMUNITY SCHOOL CORPORATION,2054
,School Board Member,TRACY LEE HASKELL,Non Partisan,Hanover,3994
,School Board Member,Travis  Holcomb,Non Partisan,"GARRETT,  KEYSER,  BUTLER",707
,School Board Member,TRAVIS A BECK,Non Partisan,SOUTHWESTERN SCHOOLS,1369
,School Board Member,Travis E NolcoX,Non Partisan,"NORTH GIBSON 1, NORTH GIBSON 2, NORTH GIBSON 3",1030
,School Board Member,Travis J Robinson,Non Partisan,"PRECINCT 21, PRECINCT 24, PRECINCT 25, PRECINCT 26, PRECINCT 29, PRECINCT 30, PRECINCT 36, PRECINCT 38",1850
,School Board Member,Travis Neal,Non Partisan,JAC-CEN-DEL,650
,School Board Member,Travis Stohlman,Non Partisan,WEST NOBLE,1996
,School Board Member,Trent E White,Non Partisan,Bluffton 3,719
,School Board Member,Trey Hendrix,Non Partisan,"LCS Center, LCS Lebanon, LCS Perry, LCS Worth",5367
,School Board Member,Troy M Kaufman,Non Partisan,Blackford,3636
,School Board Member,Tyler Rensberger,Non Partisan,FAIRFIELD COMMUNITY SCHOOL,1789
,School Board Member,Tyler W Schuller,Non Partisan,YORK 8,524
,School Board Member,V. Max Nickless,Non Partisan,North Knox Schools,2650
,School Board Member,Valerie K Armstrong,Non Partisan,DEKALB CENTRAL,7892
,School Board Member,Vanessa (Coach V) Hernandez-Orange,Non Partisan,East Chicago,2578
,School Board Member,Vanessa Pryor,Non Partisan,AVON COMM SCHOOLS,7619
,School Board Member,Venita J. Moore,Non Partisan,IPS DISTRICT 2,11666
