County,Office,Candidate,Party,District,Votes
,Township Board Member,Patty Lengel-Godfroy,Republican,LIBERTY,492
,Township Board Member,Patty Nelson,Republican,GREENVILLE,1916
,Township Board Member,Paul "Buck" Cullison,Republican,Jackson,337
,Township Board Member,Paul A. Sietsma,Republican,UNION,340
,Township Board Member,Paul Culler,Republican,MARION,176
,Township Board Member,Paul D Phillips,Republican,WASHINGTON,1091
,Township Board Member,Paul D. Layman Jr,Republican,FRANKLIN,679
,Township Board Member,Paul D. Lindeman,Republican,SCIPIO,1041
,Township Board Member,Paul Dunlap,Republican,NEWTON,179
,Township Board Member,Paul E Shafer,Republican,MADISON,411
,Township Board Member,Paul E. Ford,Republican,PLEASANT RUN,210
,Township Board Member,Paul Fox,Republican,INDIAN CREEK,143
,Township Board Member,Paul K. Bolin,Republican,CLAY,17059
,Township Board Member,Paul L Dorsey,Republican,UNION,194
,Township Board Member,Paul M. Campbell,Republican,NILES,254
,Township Board Member,Paul Surface,Republican,BROWN,338
,Township Board Member,Paul Sutton,Republican,Rushville,1085
,Township Board Member,PAULETTE SCHULTE,Republican,YORK,40
,Township Board Member,Peggy Hutchins,Republican,RACCOON,174
,Township Board Member,Peggy L Weaver,Republican,ELKHART,4206
,Township Board Member,Peggy R Pfister,Republican,NOBLESVILLE,11239
,Township Board Member,Penny S Bogan,Republican,Center,2973
,Township Board Member,Perry Conrad,Republican,JORDAN TOWNSHIP,48
,Township Board Member,Perry J. Martin,Republican,SHEFFIELD,639
,Township Board Member,Perry Lee Thompson Jr.,Republican,JACKSON,97
,Township Board Member,Pete Swaim,Republican,KNIGHT,6550
,Township Board Member,Phil  Herbig,Republican,"ANDERSON 01, ANDERSON 01-01, ANDERSON 01-02, ANDERSON 01-03, ANDERSON 01-04, ANDERSON 01-05, ANDERSON 01-06, ANDERSON 01-07, ANDERSON 02, ANDERSON 02-01, ANDERSON 02-02, ANDERSON 02-03, ANDERSON 02-04, ANDERSON 02-05, ANDERSON 02-06, ANDERSON 02-07, ",5842
,Township Board Member,Phil Katter,Republican,WAYNE,310
,Township Board Member,Philip M Smith,Republican,"SPICE VALLEY NORTH, SPICE VALLEY SOUTH",359
,Township Board Member,Philip R Brechbill,Republican,RICHLAND,215
,Township Board Member,Philip Shelton,Republican,Decker,37
,Township Board Member,Philippa (P.J.) (Eltzroth) Culley,Republican,CENTER,1842
,Township Board Member,Phillip D Carter,Republican,WARREN,133
,Township Board Member,Phillip Sherlock,Republican,SPRINGFIELD,477
,Township Board Member,Phyllis Collier-Vest,Republican,Brown Township,416
,Township Board Member,Phyllis Roland,Republican,SPICELAND,508
,Township Board Member,Quentin J. Overbeck,Republican,CARPENTER,375
,Township Board Member,R D Wolheter,Republican,Milford,455
,Township Board Member,R Dakota L Hollars,Republican,POSEY TOWNSHIP,118
,Township Board Member,R Kelly Hostetler,Republican,WASHINGTON,296
,Township Board Member,R. D. Hollenbeck,Republican,COLUMBUS,5656
,Township Board Member,R. J. Burton  ,Republican,WAYNE,441
,Township Board Member,Rachel A Webster,Republican,Center,219
,Township Board Member,Rachel Ann Ault,Republican,CARR TOWNSHIP,257
,Township Board Member,Ralph  Gordon ,Republican,Van Buren Twp,406
,Township Board Member,Ralph (Pete) Taylor,Republican,VAN BUREN,571
,Township Board Member,Ralph E. (Mick) Armstrong,Republican,FRANKLIN,94
,Township Board Member,Ralph Willis,Republican,JACKSON,153
,Township Board Member,Randall L Kirkpatrick,Republican,PERRY,467
,Township Board Member,Randall M Hunnicutt,Republican,Perry,143
,Township Board Member,Randall Wietbrock,Republican,Cedar Creek,1604
,Township Board Member,Randolph R Miller,Republican,Grant,124
,Township Board Member,Randy  Hendershot,Republican,LAFAYETTE,214
,Township Board Member,Randy Bills,Republican,WASHINGTON,1747
,Township Board Member,Randy Boehm,Republican,CASS TWP,483
,Township Board Member,Randy Cook,Republican,MILROY,56
,Township Board Member,Randy D Roberts,Republican,BROWN,224
,Township Board Member,Randy Hill,Republican,JACKSON,2041
,Township Board Member,Randy Hoeing,Republican,"GREENSBURG 01, GREENSBURG 02, GREENSBURG 03, GREENSBURG 04, GREENSBURG 05, GREENSBURG 06, GREENSBURG 07, GREENSBURG 08, WASHINGTON TOWNSHIP",2757
,Township Board Member,Randy May,Republican,CLEAR CREEK TOWNSHIP,945
,Township Board Member,Randy Perigo,Republican,WAYNE,296
,Township Board Member,Randy Pinkerton,Republican,JEFFERSON,153
,Township Board Member,Randy R Thacker,Republican,CLEAR CREEK TOWNSHIP,801
,Township Board Member,Randy Tweedy,Republican,Adams Twp,1118
,Township Board Member,Randy Williams,Republican,Boone Twp,194
,Township Board Member,Raymie S. Houchens,Republican,LIBERTY TOWNSHIP,168
,Township Board Member,Raymond L Kirkpatrick,Republican,CASS,161
,Township Board Member,RAYMOND LYNAM,Republican,GRASS TOWNSHIP,233
,Township Board Member,Raymond Robbins,Republican,"SANDCREEK NORTH, SANDCREEK SOUTH, WESTPORT",590
,Township Board Member,Raymond V Turner,Republican,Orange,111
,Township Board Member,Rebecca (Becky) Pflugshaupt,Republican,DAVIS,218
,Township Board Member,Rebecca S Van Horn,Republican,AUBBEENAUBBEE,203
,Township Board Member,Rebekah A Foltz,Republican,CASS,63
,Township Board Member,Regina Batton,Republican,VAN BUREN,246
,Township Board Member,Regina Sundqvist,Republican,MEDINA TOWNSHIP,152
,Township Board Member,Rena C Whiteleather,Republican,HARRISON,226
,Township Board Member,Renelle  Pfaffenbach,Republican,PERRY,99
,Township Board Member,Rex O Carlisle,Republican,LOCKHART,156
,Township Board Member,Rhodes V Meadors,Republican,FRANKLIN,246
,Township Board Member,Rhonda J Rhoads,Republican,HARRISON,2593
,Township Board Member,Rian McMaster,Republican,Johnson,595
,Township Board Member,Richard "Michael" Hancock,Republican,Worth,742
,Township Board Member,Richard (Rick) Minker,Republican,OREGON,574
,Township Board Member,Richard Anderson,Republican,CALIFORNIA,362
,Township Board Member,Richard E. Yoder,Republican,Clay,245
,Township Board Member,Richard Erb,Republican,BENTON,499
,Township Board Member,RICHARD GARMAN,Republican,SALEM TOWNSHIP,298
,Township Board Member,Richard Graham,Republican,BROWN,301
,Township Board Member,Richard Gramarossa,Republican,GALENA,365
,Township Board Member,Richard H Crimmins,Republican,Harrison,166
,Township Board Member,Richard H Niemeyer,Republican,Hanover,4097
,Township Board Member,Richard J Ziegler  Sr.,Republican,Twp CENTRE,2531
,Township Board Member,Richard K. Muntz,Republican,Clay,204
,Township Board Member,Richard L Fisher,Republican,WARD,195
,Township Board Member,RICHARD L JARRELL,Republican,YORK TOWNSHIP,81
,Township Board Member,Richard L Parker,Republican,POLK,480
,Township Board Member,Richard L Schmidt,Republican,Twp MADISON,292
,Township Board Member,Richard Lee Brick,Republican,WHITE POST,155
,Township Board Member,Richard Lidke,Republican,SPRINGFIELD,454
,Township Board Member,Richard M. (Dick) Mcintire,Republican,UNION,388
,Township Board Member,Richard N Schuck,Republican,HARRISON TOWNSHIPS,795
,Township Board Member,Richard R (Rick) Smith,Republican,Lancaster,1241
,Township Board Member,Richard R Napier,Republican,Walker,117
,Township Board Member,Richard Ritter Cox,Republican,WASHINGTON,307
,Township Board Member,Richard Schuette,Republican,GRANT,150
,Township Board Member,RICHARD SMITH,Republican,JAMESTOWN TOWNSHIP,506
,Township Board Member,Richard W (Rick) Moorhead,Republican,ADDISON,2151
,Township Board Member,Rick A Fuller,Republican,CONCORD,219
,Township Board Member,Rick E Kauffman,Republican,JEFFERSON,2165
,Township Board Member,Rick Fain,Republican,DELAWARE,4838
,Township Board Member,Rick Isley,Republican,WASHINGTON,187
,Township Board Member,Rick J Bernhardt,Republican,Eel,1589
,Township Board Member,Rick James,Republican,JACKSON,811
,Township Board Member,Rick McElfresh,Republican,MILROY,59
,Township Board Member,RICK MICHAEL ,Republican,PLEASANT TOWNSHIP,1607
,Township Board Member,Rick R. Crecelius,Republican,JACKSON,1298
,Township Board Member,Rick Roller,Republican,ADAMS,128
,Township Board Member,Rick Sellers,Republican,CENTER,434
,Township Board Member,Rick Vandegrift,Republican,OLIVE,687
,Township Board Member,Ricki E. Parson,Republican,PERRY,124
,Township Board Member,RINDA D. LATTIRE,Republican,SHELBY,265
,Township Board Member,Rita G Kingseed,Republican,Liberty,1015
,Township Board Member,Rita L Sullivan,Republican,JEFFERSON,755
,Township Board Member,Rita Works,Republican,COTTON,282
,Township Board Member,Rob Amick,Republican,Lafayette Twp,971
,Township Board Member,Rob Caudill,Republican,CHARLESTOWN,2428
,Township Board Member,Rob King,Republican,MADISON,199
,Township Board Member,Rob Thomas,Republican,Twp CLAY,4500
,Township Board Member,ROBBIE REIBER,Republican,GREEN,151
,Township Board Member,Robert  Ferch,Republican,DAVIS,178
,Township Board Member,Robert (Bob) Cummins,Republican,JACKSON,145
,Township Board Member,ROBERT (BOB) D. EMERY,Republican,UNION,2541
,Township Board Member,Robert (Bob) Huff,Republican,GERMAN,1471
,Township Board Member,Robert (Bob) Starks,Republican,MILLER TOWNSHIPS,2320
,Township Board Member,Robert (Mike) Fowler,Republican,HARRISON,505
,Township Board Member,Robert A Newhouse,Republican,Jackson,91
,Township Board Member,Robert A. Morris,Republican,WASHINGTON,418
,Township Board Member,Robert C Slavens,Republican,JEFFERSON,351
,Township Board Member,Robert D Sommer,Republican,PIKE,71
,Township Board Member,Robert Dustin Hiday,Republican,WAYNE,1191
,Township Board Member,Robert E Arnold,Republican,WASHINGTON,4169
,Township Board Member,Robert E Geiger,Republican,BENTON,443
,Township Board Member,Robert F Burt,Republican,DEMOCRAT,200
,Township Board Member,Robert H. Fear,Republican,HARRISON,845
,Township Board Member,Robert J Gambill,Republican,POSEY,844
,Township Board Member,Robert J Stinson,Republican,WASHINGTON,195
,Township Board Member,Robert L Beer,Republican,Van Buren,826
,Township Board Member,Robert L Caley,Republican,Union,505
,Township Board Member,Robert L Hall,Republican,MANCHESTER TOWNSHIP,811
,Township Board Member,Robert L Riley,Republican,Jefferson,203
,Township Board Member,Robert L Rossman,Republican,HAMBLEN,656
,Township Board Member,ROBERT LINDSEY,Republican,OHIO TOWNSHIP,1284
,Township Board Member,Robert Lonie,Republican,MICHIGAN,1871
,Township Board Member,Robert M Yeager,Republican,Green Township,294
,Township Board Member,Robert Reiners,Republican,ADAMS,816
,Township Board Member,Robert S Boone,Republican,Marion,334
,Township Board Member,Robert Ulrich II,Republican,PLEASANT,559
,Township Board Member,Robert W Bishop,Republican,Plain,1545
,Township Board Member,Robert W Hickman,Republican,UNION,1567
,Township Board Member,Roberta "Bobbie" VonBargen,Republican,CRAIG,186
,Township Board Member,Robin E. Carter,Republican,MONROE,807
,Township Board Member,Robin J Gentis,Republican,Nottingham,212
,Township Board Member,Rocky Kaufman,Republican,REDDING TOWNSHIP,791
,Township Board Member,Rodney A Howard,Republican,Blue River,468
,Township Board Member,RODNEY ALLEN NEAL II,Republican,PORTAGE,5023
,Township Board Member,Rodney E. Peters,Republican,CASS,365
,Township Board Member,Roger  Warner,Republican,CLEAR CREEK,589
,Township Board Member,Roger A McClain,Republican,KIRKLIN,224
,Township Board Member,Roger D Young,Republican,MONON,305
,Township Board Member,ROGER EBERLY,Republican,PINE TOWNSHIP,139
,Township Board Member,Roger Fromer,Republican,CLAY,431
,Township Board Member,Roger Gullion,Republican,BROWN,332
,Township Board Member,Roger J Bommer,Republican,BROOKVILLE TOWNSHIP,1016
,Township Board Member,Roger Jones,Republican,EEL RIVER,1035
,Township Board Member,Roger L Longyear,Republican,WAYNE,1455
,Township Board Member,Roger L McQueen,Republican,POSEY TOWNSHIP,108
,Township Board Member,Roger L. Taylor,Republican,INDIAN CREEK TWNSHP,222
,Township Board Member,Roger S Thomas,Republican,Washington,494
,Township Board Member,Roger Teipen,Republican,VERNON TOWNSHIP,523
,Township Board Member,Roger Teska ,Republican,HUDSON,387
,Township Board Member,Roland Terwiske,Republican,PATOKA TWP,983
,Township Board Member,Ron Burnett,Republican,RAY,243
,Township Board Member,Ron Goetz,Republican,UNION,390
,Township Board Member,Ron Holloway,Republican,Washington,114
,Township Board Member,Ron Huston,Republican,LIBERTY,462
,Township Board Member,Ron McCoy,Republican,Pleasant,6189
,Township Board Member,Ron Schuh,Republican,JORDAN,72
,Township Board Member,Ron Smith,Republican,CLOVERDALE,661
,Township Board Member,Ron Stone,Republican,ADAMS,950
,Township Board Member,Ronald (Ron) Hamm,Republican,PLEASANT,503
,Township Board Member,Ronald C Felz,Republican,JEFFERSON,561
,Township Board Member,Ronald C Williams,Republican,ADAMS,2788
,Township Board Member,Ronald D Jones,Republican,OWEN,186
,Township Board Member,Ronald E Summers,Republican,JACKSON,90
,Township Board Member,Ronald E. Cromer,Republican,BARTON,270
,Township Board Member,Ronald G Neese,Republican,Jackson Twp,552
,Township Board Member,Ronald Paxson,Republican,PENN,237
,Township Board Member,Ronald Reimer,Republican,CARR,699
,Township Board Member,Ronnie Howard,Republican,Jennings,781
,Township Board Member,Ronnie McClure,Republican,MADISON,1346
,Township Board Member,Ronnie Pursell,Republican,VAN BUREN TOWNSHIP,1434
,Township Board Member,Roscoe (Bud) Cummins,Republican,JEFFERSON,120
,Township Board Member,Rosella Goodin,Republican,WHITEWATER TOWNSHIP,528
,Township Board Member,Rosemary E Mcguire,Republican,VEALE,316
,Township Board Member,ROSS HANKINS,Republican,TROY TOWNSHIP,962
,Township Board Member,Roy R. Howe,Republican,Milford,547
,Township Board Member,Rudy Netzer,Republican,UNION,259
,Township Board Member,Russell "Russ"Reahard,Republican,CHESTER,908
,Township Board Member,RUSSELL C KOEBCKE,Republican,UNION,257
,Township Board Member,Russell C Smith,Republican,ALBION,266
,Township Board Member,Russell Silver,Republican,Ripley,388
,Township Board Member,Rusty D Sinders,Republican,HARRISON,549
,Township Board Member,Rusty Hill,Republican,WASHINGTON,241
,Township Board Member,Ruth Ann Adkinson,Republican,OTTER CREEK,251
,Township Board Member,Ryan C Miller,Republican,ROOT TWP,1143
,Township Board Member,Ryan Geiger,Republican,THORNCREEK,1167
,Township Board Member,RYAN HICKS,Republican,HIGHLAND,363
,Township Board Member,Ryan J Pattison,Republican,Boone Twp,205
,Township Board Member,Ryan J Walter,Republican,WASHINGTON,252
,Township Board Member,Ryan Schafer,Republican,Twp UNION,767
,Township Board Member,Ryan Winternheimer,Republican,WABASH,5
,Township Board Member,Sabine Miller,Republican,Ross,3245
,Township Board Member,SALLY J. WERNE GRAVATTE,Republican,HARRISON TOWNSHIP,321
,Township Board Member,Sally S Sanders,Republican,VAN BUREN,290
,Township Board Member,Sam Byer,Republican,CENTER,712
,Township Board Member,Sam Hoback,Republican,PRAIRIE,270
,Township Board Member,Samantha Hill,Republican,WASHINGTON TOWNSHIP,451
,Township Board Member,Samuel D. Butler,Republican,TAYLOR,182
,Township Board Member,Samuel Hecht,Republican,WEBSTER,312
,Township Board Member,Samuel Jones,Republican,CARR,780
,Township Board Member,Sandra (Sandy) Crist,Republican,MONROE,777
,Township Board Member,SANDRA (SANDY) TABERT,Republican,OAK GROVE,261
,Township Board Member,Sandra Bennett,Republican,CENTER,935
,Township Board Member,Sandra D Pool,Republican,JACKSON,825
,Township Board Member,Sandra Howley,Republican,SUGAR CRK,206
,Township Board Member,SANDRA K SNYDER,Republican,HAMMOND TOWNSHIP,342
,Township Board Member,Sandra Thomas,Republican,JOHNSON,47
,Township Board Member,Sara  Yarian,Republican,FAIRFIELD,259
,Township Board Member,Sara Cunningham,Republican,REDDING TOWNSHIP,959
,Township Board Member,Sara Jane Moyer,Republican,Harrison,80
,Township Board Member,Sara Putt-Clouse,Republican,JORDAN,67
,Township Board Member,Sarah Collis,Republican,Monroe Twp,1667
,Township Board Member,Sarah E Snell,Republican,BEAVER,217
,Township Board Member,Sarah J OsowskI,Republican,WASHINGTON,73
,Township Board Member,Sarah Newton,Republican,ROBB,358
,Township Board Member,Sarah Webster,Republican,MARION,195
,Township Board Member,Sarah Williamson,Republican,GILLAM,97
,Township Board Member,Scott A Kelley,Republican,"Connersville 01, Connersville 02, Connersville 03, Connersville 04, Connersville 05, Connersville 06, Connersville 07, Connersville 08, Connersville 09, Connersville 10, Connersville 11, Connersville 12, Connersville 13",1567
